Query,Time,Value,Unit
"name=""donald trump"" AND channel=""CNN""",2018-04-16,1565.14,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-17,1216.8670000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-18,3617.9009999999994,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-19,2183.4240000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-20,1693.7540000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-21,1596.947,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-22,1203.3339999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-23,1236.271,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-24,3697.794,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-25,1761.673,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-26,1310.721,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-27,1734.0960000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-28,1704.9800000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-29,2091.284,seconds
"name=""donald trump"" AND channel=""CNN""",2018-04-30,1578.8390000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-01,1768.4229999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-02,1992.768,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-03,1328.31,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-04,2235.2249999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-05,2719.512,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-06,850.711,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-07,1677.4029999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-08,1999.5740000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-09,1244.1389999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-10,814.484,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-11,1403.5430000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-12,967.4149999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-13,646.1710000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-14,1055.7740000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-15,897.521,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-16,1544.0189999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-17,2975.143,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-18,1105.2519999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-19,95.555,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-20,1537.4389999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-21,2395.6210000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-22,3349.4319999999993,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-23,2053.807,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-24,3235.492000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-25,1654.948,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-26,1413.711,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-27,1281.1689999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-28,1795.0470000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-29,1551.097,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-30,1712.7830000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-05-31,1936.3740000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-01,2240.0250000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-02,1837.0870000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-03,997.2019999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-04,1406.7779999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-05,1306.759,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-06,386.04300000000006,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-07,1208.421,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-08,1661.3599999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-09,3579.0049999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-10,977.5390000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-11,1380.365,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-12,3185.357,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-13,1511.199,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-14,1861.661,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-15,3955.6970000000006,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-16,1509.812,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-17,605.9390000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-18,855.7130000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-19,2769.735,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-20,2662.0149999999994,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-21,3083.683,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-22,2399.666,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-23,893.1020000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-24,1239.4590000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-25,1790.999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-26,3826.6769999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-27,1165.161,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-28,1238.4779999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-29,1578.0819999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-06-30,1571.421,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-01,1106.762,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-02,1488.0720000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-03,1143.837,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-04,779.874,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-05,936.5080000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-06,2070.696,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-07,708.3749999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-08,537.298,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-09,1727.118,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-10,2168.6989999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-11,2174.262,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-12,2641.7309999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-13,3293.9109999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-14,1712.208,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-15,1106.924,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-16,1342.3259999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-17,3021.4739999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-18,3827.7850000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-19,2410.335,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-20,1877.8680000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-21,1499.1340000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-22,1133.541,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-23,1635.6819999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-24,3902.986,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-25,3533.544000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-26,1406.478,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-27,1606.9039999999993,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-28,1325.861,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-29,1128.8700000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-30,2288.2020000000007,seconds
"name=""donald trump"" AND channel=""CNN""",2018-07-31,1281.3519999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-01,1658.579,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-02,1422.2680000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-03,1376.7590000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-04,1479.3499999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-05,1637.7110000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-06,1813.8120000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-07,928.4430000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-08,849.6310000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-09,870.195,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-10,706.9259999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-11,460.62300000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-12,512.2450000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-13,3545.0050000000006,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-14,1456.5420000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-15,934.7350000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-16,1183.908,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-17,942.9640000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-18,1234.063,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-19,765.239,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-20,1520.2839999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-21,1047.847,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-22,2214.535,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-23,3169.2219999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-24,2163.9700000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-25,1985.922,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-26,216.102,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-27,2012.6960000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-28,1435.113,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-29,1893.857,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-30,2496.273,seconds
"name=""donald trump"" AND channel=""CNN""",2018-08-31,1813.2069999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-01,617.58,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-02,934.5589999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-03,716.0310000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-04,1190.0680000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-05,1563.6190000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-06,1168.402,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-07,2381.0370000000007,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-08,1521.527,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-09,850.2030000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-10,1130.8450000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-11,2905.289,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-12,1342.9889999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-13,581.3929999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-14,40.289,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-15,324.728,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-16,419.61500000000007,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-17,794.869,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-18,2064.2000000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-19,2151.326,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-20,1041.7350000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-21,1601.458,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-22,1538.3460000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-23,494.394,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-24,1068.282,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-25,4087.576,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-26,6005.781999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-27,1523.819,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-28,854.676,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-29,603.218,seconds
"name=""donald trump"" AND channel=""CNN""",2018-09-30,1195.439,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-01,6387.773999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-02,1901.7780000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-03,2069.436,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-04,530.486,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-05,348.222,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-06,1510.762,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-07,870.5519999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-08,2103.462,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-09,1715.0220000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-10,573.5939999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-11,1247.0189999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-12,981.6880000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-13,2568.0989999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-14,1139.969,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-15,2536.1690000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-16,2561.5689999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-17,2457.138,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-18,1092.606,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-19,1474.615,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-20,1260.395,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-21,905.1179999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-22,1780.3239999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-23,3598.9150000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-24,1870.6709999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-25,2115.8959999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-26,2143.8410000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-27,1864.8870000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-28,598.9040000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-29,858.039,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-30,1172.7100000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-10-31,1719.5269999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-01,2250.118,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-02,2369.8789999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-03,2087.3669999999993,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-04,1059.1020000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-05,1551.9319999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-06,1149.784,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-07,4797.645,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-08,643.8740000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-09,2389.88,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-10,1600.8839999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-11,721.832,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-12,896.6050000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-13,866.2159999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-14,1474.0599999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-15,1507.486,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-16,2756.7919999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-17,1513.328,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-18,1504.627,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-19,3198.696,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-20,2420.075,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-21,2407.2999999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-22,3755.2650000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-23,1495.185,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-24,1054.564,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-25,566.999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-26,1325.975,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-27,1530.4510000000005,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-28,1410.199,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-29,1925.6329999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-11-30,1664.4060000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-01,339.201,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-02,605.5699999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-03,669.3720000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-04,774.2330000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-05,741.076,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-06,536.625,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-07,819.5550000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-08,1016.686,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-09,736.6099999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-10,1385.7359999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-11,1852.922,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-12,1826.5400000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-13,2458.5559999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-14,2135.5539999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-15,1546.796,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-16,1265.257,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-17,1350.965,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-18,953.837,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-19,1254.5829999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-20,1531.4109999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-21,1752.98,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-22,1977.3200000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-23,1209.042,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-24,1206.8339999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-25,1447.084,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-26,2760.324,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-27,2651.091,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-28,1428.8740000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-29,1061.578,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-30,1246.421,seconds
"name=""donald trump"" AND channel=""CNN""",2018-12-31,857.6610000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-01,566.0219999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-02,3592.918,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-03,2220.4620000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-04,5663.104,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-05,2262.7380000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-06,1340.036,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-07,1355.996,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-08,2155.3559999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-09,3090.2989999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-10,1312.271,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-11,1468.5450000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-12,1644.6869999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-13,1420.174,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-14,2953.156,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-15,1124.0200000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-16,793.253,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-17,1899.172,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-18,1820.4919999999997,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-19,1811.116,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-20,1231.0130000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-21,1180.1840000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-22,1081.439,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-23,1967.658,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-24,2482.344,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-25,2482.092,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-26,1483.225,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-27,544.9119999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-28,867.9739999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-29,803.1790000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-30,1301.771,seconds
"name=""donald trump"" AND channel=""CNN""",2019-01-31,3283.960000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-01,3364.194,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-02,1062.843,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-03,1546.876,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-04,1818.2279999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-05,3854.613,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-06,6689.939,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-07,1870.2259999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-08,849.3240000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-09,546.157,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-10,449.92600000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-11,928.5720000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-12,3403.9689999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-13,2402.5710000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-14,1172.2800000000004,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-15,5162.176,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-16,1917.124,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-17,682.699,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-18,913.9859999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-19,1881.1929999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-20,1973.8799999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-21,424.00399999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-22,1021.618,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-23,1140.2309999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-24,987.0030000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-25,1148.749,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-26,1102.047,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-27,550.125,seconds
"name=""donald trump"" AND channel=""CNN""",2019-02-28,4829.366,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-01,2334.8560000000007,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-02,2864.897,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-03,1872.353,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-04,1966.812,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-05,1915.5919999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-06,1446.2079999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-07,715.0009999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-08,699.7269999999999,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-09,1012.2840000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-10,265.324,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-11,901.4149999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-12,727.059,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-13,1750.606,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-14,2122.92,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-15,2120.722,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-16,1608.755,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-17,562.029,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-18,1628.2980000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-19,2661.6349999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-20,3052.7139999999995,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-21,2396.5150000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-22,1762.751,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-23,979.7620000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-24,1277.973,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-25,2497.264,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-26,1364.288,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-27,1818.8539999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-28,2071.232,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-29,2490.352,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-30,1243.0849999999998,seconds
"name=""donald trump"" AND channel=""CNN""",2019-03-31,565.0730000000001,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-01,481.44100000000003,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-02,2742.033,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-03,3066.78,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-04,3164.3149999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-05,3184.4900000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-06,2065.2289999999994,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-07,1621.5159999999996,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-08,1321.4260000000002,seconds
"name=""donald trump"" AND channel=""CNN""",2019-04-09,1212.9999999999998,seconds
