Query,Time,Value,Unit
"name=""joe biden"" AND channel=""CNN""",2014-06-25,15.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-06-29,21.015,seconds
"name=""joe biden"" AND channel=""CNN""",2014-06-30,930.627,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-01,42.021,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-05,18.006,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-06,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-07,7.868,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-08,21.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-09,15.006,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-10,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-16,27.018,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-17,75.054,seconds
"name=""joe biden"" AND channel=""CNN""",2014-07-21,30.021,seconds
"name=""joe biden"" AND channel=""CNN""",2014-08-06,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-08-07,33.027,seconds
"name=""joe biden"" AND channel=""CNN""",2014-08-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-08-27,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-03,279.22200000000004,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-04,165.12599999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-06,24.018,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-07,6.003,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-08,12,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-09,84.048,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-10,33.003,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-11,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-12,15.006,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-14,45.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-18,6,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-19,54.042,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-20,30.024,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-25,15.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-09-30,6,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-01,81.039,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-02,54.018,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-03,9.003,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-04,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-05,21.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-06,333.276,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-07,33.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-15,1.566,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-16,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-17,42.563,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-18,81.054,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-21,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-25,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-30,6,seconds
"name=""joe biden"" AND channel=""CNN""",2014-10-31,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-02,28.386,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-03,1936.6050000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-04,231.17400000000004,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-05,42.021,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-06,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-07,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-08,9.006,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-10,48.033,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-11,840.7620000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-16,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-20,15.009,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-21,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-22,30.021,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-24,525.459,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-25,6,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-27,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-28,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-11-29,12.003,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-02,9.006,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-03,6,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-05,411.32099999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-06,12.003,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-07,78.033,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-09,45.03,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-23,3,seconds
"name=""joe biden"" AND channel=""CNN""",2014-12-27,93.03,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-06,14.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-07,12,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-08,11.938,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-09,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-12,11.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-13,14.909,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-14,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-17,26.023,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-18,188.458,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-19,116.202,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-20,3338.895,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-21,4776.334,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-22,172.817,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-23,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-25,74.423,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-29,74.51499999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-30,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-01-31,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-04,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-05,17.848,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-06,14.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-07,371.659,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-08,18.471,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-09,53.723,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-10,32.909,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-11,193.81899999999996,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-12,80.669,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-13,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-15,29.878,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-16,11.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-17,50.818,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-18,182.527,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-22,4.733,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-23,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-24,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-25,119.05400000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-26,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-02-27,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-03,17.878,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-05,14.878,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-10,139.87900000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-11,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-13,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-16,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-18,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-19,11.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-20,14.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-22,38.757,seconds
"name=""joe biden"" AND channel=""CNN""",2015-03-30,32.399,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-03,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-04,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-07,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-08,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-09,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-10,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-11,8.94,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-12,32.756,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-14,56.544,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-16,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-21,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-24,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-04-25,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-04,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-05,80.95400000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-06,32.696,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-07,23.788,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-11,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-12,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-20,14.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-22,20.878999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-23,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-25,9,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-26,80.485,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-27,32.817,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-28,17.879,seconds
"name=""joe biden"" AND channel=""CNN""",2015-05-31,134.637,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-01,322.282,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-02,47.667,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-04,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-05,38.818,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-06,131.211,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-15,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-17,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-18,44.794000000000004,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-19,50.885,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-20,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-22,26.877000000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-23,50.697,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-25,176.267,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-26,104.363,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-27,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-29,38.059,seconds
"name=""joe biden"" AND channel=""CNN""",2015-06-30,8.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-01,50.788,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-02,11.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-03,23.818,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-06,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-07,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-08,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-14,1136.4579999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-15,281.101,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-16,20.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-17,14.909,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-22,8.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-23,8.969000000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-27,26.817,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-29,23.848,seconds
"name=""joe biden"" AND channel=""CNN""",2015-07-30,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-02,152.208,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-03,1087.9569999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-04,179.831,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-05,38.727,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-06,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-08,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-12,478.49800000000005,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-13,1096.9440000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-14,381.268,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-15,166.968,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-16,187.757,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-17,411.27000000000004,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-18,71.578,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-19,205.478,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-20,59.606,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-21,59.668,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-22,557.06,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-23,522.712,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-24,939.542,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-25,605.7429999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-26,446.872,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-27,365.48600000000005,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-28,89.547,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-29,276.96299999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-30,113.182,seconds
"name=""joe biden"" AND channel=""CNN""",2015-08-31,191.73199999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-01,32.879,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-02,262.107,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-03,194.17899999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-04,402.62899999999996,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-05,89.453,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-06,259.027,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-07,232.705,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-08,140.21,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-09,26.848000000000003,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-10,101.31,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-11,1510.7960000000003,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-12,44.697,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-13,53.635,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-14,62.636,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-15,50.846999999999994,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-16,268.786,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-19,194.06,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-20,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-21,211.755,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-22,134.12099999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-24,2620.248,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-25,378.251,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-26,95.598,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-27,92.515,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-28,38.787,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-29,35.787,seconds
"name=""joe biden"" AND channel=""CNN""",2015-09-30,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-01,116.937,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-03,12,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-04,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-05,149.45499999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-06,408.5079999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-07,360.6359999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-08,227.276,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-09,148.46599999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-10,95.423,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-11,205.23599999999996,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-12,149.20999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-13,139.81799999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-14,241.48600000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-15,158.72599999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-16,622.162,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-17,259.722,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-18,259.752,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-19,816.4270000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-20,969.7320000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-21,2926.559,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-22,179.33100000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-23,8.969000000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-25,23.817,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-26,482.392,seconds
"name=""joe biden"" AND channel=""CNN""",2015-10-31,9,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-06,53.576,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-13,431.266,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-14,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-18,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-19,8.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-22,8.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-24,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-11-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-05,5.838,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-06,50.295,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-09,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-17,670.6610000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-18,158.092,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-19,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-20,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-21,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-22,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-25,23.939,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-26,6,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-28,12.003,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-29,3,seconds
"name=""joe biden"" AND channel=""CNN""",2015-12-31,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-01,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-02,15,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-03,41.849000000000004,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-04,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-05,24,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-06,41.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-07,59.544,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-09,8.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-10,103.16,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-11,806.749,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-12,2763.8579999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-13,957.1640000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-14,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-15,20.848,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-16,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-17,113.977,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-18,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-20,17.848,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-22,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-25,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-28,130.874,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-29,17.939999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2016-01-31,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-03,20.878,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-10,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-12,8.97,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-13,20.878999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-18,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-19,17.878,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-23,56.725,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-24,5.569,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-25,50.848,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-26,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-02-29,65.454,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-02,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-03,33.03,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-04,29.816,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-05,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-09,26.787000000000003,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-14,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-15,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-16,697.711,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-17,132.12900000000002,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-18,56.696999999999996,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-19,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-20,21,seconds
"name=""joe biden"" AND channel=""CNN""",2016-03-25,9,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-01,29.848999999999997,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-02,23.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-03,56.543,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-04,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-05,11.969999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-10,5.969,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-11,68.513,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-12,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-14,38.97,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-17,23.817999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-18,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-23,14.879,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-29,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-04-30,45.012,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-01,53.387,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-02,92.885,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-04,20.878999999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-05,44.295,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-06,50.772000000000006,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-07,8.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-08,14.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-10,5.97,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-11,104.42399999999998,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-12,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-13,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-15,58.898,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-16,14.94,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-18,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-19,68.423,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-25,17.878,seconds
"name=""joe biden"" AND channel=""CNN""",2016-05-28,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-08,11.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-09,187.35999999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-10,854.682,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-11,17.969,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-13,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-14,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-16,13.966000000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-17,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-19,3,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-20,217.27,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-21,8.94,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-23,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-24,98.30199999999999,seconds
"name=""joe biden"" AND channel=""CNN""",2016-06-25,6,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-01,20.879,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-02,32.756,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-03,37.515,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-04,11.939,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-07,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-10,11.909,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-11,725.18,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-12,112.74600000000001,seconds
"name=""joe biden"" AND channel=""CNN""",2016-07-14,3,seconds
